Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,CLV,Purchase_Frequency_Score,Age_Group,Discount_Sensitivity,Dominant_Category,Winter_Spring_Buyer,Review_Rating_Category,Cluster
67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Venmo,Express,No,No,5,Credit Card,Fortnightly,475,6,Senior,0,Outerwear,1,Medium,0
37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Venmo,Standard,No,No,4,Venmo,Annually,324,1,Middle,0,Clothing,0,Medium,3
67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,No,No,25,Credit Card,Weekly,1750,7,Senior,0,Clothing,1,High,0
64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,PayPal,Next Day Air,No,No,11,Bank Transfer,Fortnightly,352,6,Senior,0,Clothing,1,Medium,0
28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Debit Card,Next Day Air,No,No,4,Credit Card,Bi-Weekly,376,5,Young,0,Accessories,1,Low,0
54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,PayPal,Next Day Air,No,No,1,Venmo,Monthly,29,4,Senior,0,Accessories,1,Medium,0
54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Debit Card,Express,No,No,48,PayPal,Every 3 Months,1488,3,Senior,0,Accessories,0,Medium,3
24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Debit Card,Standard,No,No,9,Venmo,Every 3 Months,180,3,Young,0,Clothing,0,High,3
27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Fortnightly,88,6,Young,0,Accessories,1,High,0
53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Credit Card,Express,No,No,4,Cash,Quarterly,308,2,Senior,0,Outerwear,0,Low,3
32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Debit Card,Next Day Air,No,No,43,PayPal,Fortnightly,2193,6,Middle,0,Accessories,1,Medium,0
24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Debit Card,Free Shipping,No,No,32,Bank Transfer,Annually,1568,1,Young,0,Footwear,0,Low,3
45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Cash,Store Pickup,No,No,1,Cash,Quarterly,78,2,Middle,0,Accessories,1,Medium,0
49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Fortnightly,3724,6,Middle,0,Clothing,1,Low,2
51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Venmo,Store Pickup,No,No,25,PayPal,Fortnightly,2350,6,Senior,0,Footwear,1,High,0
69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Cash,Express,No,No,42,PayPal,Quarterly,3822,2,Senior,0,Footwear,0,High,2
41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,PayPal,2-Day Shipping,No,No,32,PayPal,Monthly,2464,4,Middle,0,Accessories,0,Low,3
59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Credit Card,Next Day Air,No,No,21,Debit Card,Quarterly,2037,2,Senior,0,Accessories,0,Low,3
26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,26,PayPal,Fortnightly,1508,6,Young,0,Clothing,0,Medium,3
23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,Cash,2-Day Shipping,No,No,6,Credit Card,Fortnightly,582,6,Young,0,Accessories,1,Medium,0
62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,Debit Card,2-Day Shipping,No,No,14,Venmo,Quarterly,672,2,Senior,0,Outerwear,0,Medium,3
69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Debit Card,Express,No,No,4,Cash,Quarterly,92,2,Senior,0,Accessories,0,Medium,3
46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Credit Card,Free Shipping,No,No,26,Bank Transfer,Weekly,2054,7,Middle,0,Clothing,1,Medium,0
35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Cash,Express,No,No,39,PayPal,Bi-Weekly,1638,5,Middle,0,Accessories,1,Medium,0
32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,Debit Card,2-Day Shipping,No,No,15,PayPal,Annually,1425,1,Middle,0,Accessories,1,Medium,0
46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Venmo,Next Day Air,No,No,1,Venmo,Every 3 Months,29,3,Middle,0,Footwear,0,Medium,3
33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,PayPal,2-Day Shipping,No,No,28,Venmo,Monthly,2744,4,Middle,0,Clothing,1,High,2
32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,No,No,17,Cash,Weekly,1632,7,Middle,0,Clothing,1,High,0
33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Bank Transfer,Next Day Air,No,No,24,Credit Card,Weekly,1584,7,Middle,0,Accessories,0,Low,3
67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Credit Card,Standard,No,No,29,Debit Card,Quarterly,2320,2,Senior,0,Footwear,1,Low,0
67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months,486,3,Senior,0,Footwear,0,Medium,3
42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly,250,5,Middle,0,Accessories,0,High,3
20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly,855,2,Young,0,Clothing,0,Medium,3
39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,26,Debit Card,Monthly,2314,4,Middle,0,Clothing,1,High,0
26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,Venmo,2-Day Shipping,No,No,25,Cash,Bi-Weekly,675,5,Young,0,Accessories,1,Medium,0
51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Debit Card,Free Shipping,No,No,2,Debit Card,Fortnightly,180,6,Senior,0,Accessories,1,Low,0
31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Cash,Express,No,No,19,PayPal,Every 3 Months,1235,3,Middle,0,Clothing,0,Low,3
68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Venmo,Express,No,No,32,Cash,Quarterly,2304,2,Senior,0,Footwear,1,Medium,0
44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,Cash,2-Day Shipping,No,No,13,Cash,Bi-Weekly,910,5,Middle,0,Footwear,0,Medium,3
18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,PayPal,Store Pickup,No,No,30,PayPal,Fortnightly,2460,6,Young,0,Footwear,1,Medium,0
58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Debit Card,Express,No,No,2,Credit Card,Annually,194,1,Senior,0,Accessories,0,High,3
26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,Cash,2-Day Shipping,No,No,8,PayPal,Quarterly,200,2,Young,0,Clothing,0,Medium,3
57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,No,No,27,PayPal,Every 3 Months,1296,3,Senior,0,Clothing,1,Low,0
37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Venmo,Next Day Air,No,No,26,Venmo,Bi-Weekly,2574,5,Middle,0,Footwear,0,Medium,2
24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,Venmo,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly,63,5,Young,0,Clothing,0,High,3
57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Debit Card,Express,No,No,4,Bank Transfer,Monthly,376,4,Senior,0,Footwear,1,Medium,0
48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Bank Transfer,Store Pickup,No,No,5,Cash,Fortnightly,265,6,Middle,0,Clothing,0,Medium,3
39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,PayPal,Standard,No,No,25,Debit Card,Quarterly,1750,2,Middle,0,Accessories,1,High,0
51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Venmo,Standard,No,No,47,PayPal,Bi-Weekly,1222,5,Senior,0,Clothing,0,Medium,3
57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,No,No,8,Credit Card,Fortnightly,656,6,Senior,0,Accessories,0,High,3
53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Credit Card,Standard,No,No,20,Debit Card,Fortnightly,940,6,Senior,0,Footwear,1,Medium,0
70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,1344,3,Senior,0,Clothing,1,High,0
60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,No,No,20,Bank Transfer,Weekly,1940,7,Senior,0,Accessories,0,High,3
31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,PayPal,Store Pickup,No,No,23,Cash,Fortnightly,1564,6,Middle,0,Clothing,1,High,0
41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly,598,2,Middle,0,Clothing,1,High,0
62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Debit Card,Standard,No,No,48,Venmo,Quarterly,1584,2,Senior,0,Accessories,1,High,0
59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Bank Transfer,Store Pickup,No,No,16,Cash,Bi-Weekly,608,5,Senior,0,Accessories,1,Medium,0
46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Bank Transfer,Store Pickup,No,No,28,Cash,Bi-Weekly,1904,5,Middle,0,Clothing,1,High,0
62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Bank Transfer,Express,No,No,39,PayPal,Weekly,897,7,Senior,0,Clothing,0,Medium,3
42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Bank Transfer,Express,No,No,43,Debit Card,Fortnightly,1247,6,Middle,0,Clothing,0,Low,3
37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Bank Transfer,Express,No,No,45,Bank Transfer,Every 3 Months,1575,3,Middle,0,Accessories,1,Medium,0
50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Venmo,Standard,No,No,50,Credit Card,Every 3 Months,3650,3,Middle,0,Footwear,0,High,2
29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,Cash,2-Day Shipping,No,No,10,Venmo,Bi-Weekly,840,5,Young,0,Footwear,0,Medium,3
25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly,920,2,Young,0,Accessories,1,High,0
66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Venmo,Standard,No,No,38,Credit Card,Monthly,2546,4,Senior,0,Accessories,0,Low,3
21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Credit Card,Standard,No,No,2,Credit Card,Monthly,102,4,Young,0,Clothing,1,Medium,0
46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,No,13,Cash,Annually,468,1,Middle,0,Clothing,1,High,0
57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Cash,Express,No,No,33,Venmo,Annually,1815,1,Senior,0,Clothing,0,Medium,3
61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Credit Card,Store Pickup,No,No,27,PayPal,Monthly,810,4,Senior,0,Clothing,1,Low,0
53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Venmo,Express,No,No,43,Bank Transfer,Weekly,3010,7,Senior,0,Clothing,0,High,2
37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,PayPal,Next Day Air,No,No,46,Cash,Weekly,2898,7,Middle,0,Clothing,1,Medium,2
39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Cash,Express,No,No,7,Venmo,Bi-Weekly,609,5,Middle,0,Accessories,0,High,3
53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Debit Card,Next Day Air,No,No,35,Credit Card,Fortnightly,2450,6,Senior,0,Clothing,1,High,0
35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Cash,Next Day Air,No,No,31,Debit Card,Bi-Weekly,1581,5,Middle,0,Clothing,1,Medium,0
69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Debit Card,Free Shipping,No,No,42,Venmo,Quarterly,1050,2,Senior,0,Accessories,1,Low,0
66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Cash,Next Day Air,No,No,14,PayPal,Bi-Weekly,448,5,Senior,0,Outerwear,1,Medium,0
19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,35,Venmo,Monthly,1820,4,Young,0,Footwear,1,Medium,0
47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,PayPal,Standard,No,No,49,PayPal,Weekly,1617,7,Middle,0,Accessories,0,Low,3
49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Cash,Free Shipping,No,No,17,PayPal,Fortnightly,1156,6,Middle,0,Clothing,1,Low,0
31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,PayPal,Express,No,No,26,PayPal,Quarterly,520,2,Middle,0,Accessories,0,High,3
39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Bank Transfer,Free Shipping,No,No,30,Cash,Every 3 Months,960,3,Middle,0,Clothing,1,Low,0
58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Cash,Store Pickup,No,No,32,Cash,Annually,2624,1,Senior,0,Accessories,0,Medium,2
45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Credit Card,Express,No,No,35,Bank Transfer,Quarterly,2240,2,Middle,0,Footwear,1,Medium,0
68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Debit Card,Standard,No,No,15,Venmo,Annually,360,1,Senior,0,Footwear,0,Low,3
35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually,960,1,Middle,0,Accessories,0,Medium,3
65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Cash,Free Shipping,No,No,14,Credit Card,Monthly,1316,4,Senior,0,Clothing,1,Medium,0
45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,PayPal,2-Day Shipping,No,No,30,Bank Transfer,Annually,1440,1,Middle,0,Accessories,1,Medium,0
19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly,960,6,Young,0,Accessories,1,High,0
65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,No,No,14,PayPal,Annually,784,1,Senior,0,Clothing,1,Low,0
28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly,924,7,Young,0,Accessories,0,Medium,3
55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly,1334,4,Senior,0,Accessories,1,High,0
66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Credit Card,Standard,No,No,5,PayPal,Every 3 Months,185,3,Senior,0,Clothing,1,High,0
29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Debit Card,Store Pickup,No,No,17,Bank Transfer,Quarterly,1666,2,Young,0,Clothing,1,Medium,0
56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Cash,Express,No,No,50,PayPal,Weekly,2500,7,Senior,0,Clothing,1,Medium,2
21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Debit Card,Next Day Air,No,No,23,Bank Transfer,Quarterly,1449,2,Young,0,Accessories,0,Medium,3
32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,PayPal,Store Pickup,No,No,22,Debit Card,Annually,1540,1,Middle,0,Clothing,0,Low,3
54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,PayPal,Standard,No,No,15,Cash,Quarterly,945,2,Senior,0,Outerwear,0,Low,3
61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Venmo,Standard,No,No,32,Cash,Monthly,2752,4,Senior,0,Clothing,0,Low,2
31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,Bank Transfer,2-Day Shipping,No,No,5,Bank Transfer,Monthly,495,4,Middle,0,Footwear,0,Medium,3
27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,PayPal,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly,240,5,Young,0,Footwear,1,Low,0
64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Credit Card,Store Pickup,No,No,44,Debit Card,Fortnightly,4048,6,Senior,0,Footwear,0,High,2
60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,No,No,23,Cash,Fortnightly,483,6,Senior,0,Clothing,0,Medium,3
70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Credit Card,Store Pickup,No,No,44,Venmo,Monthly,3564,4,Senior,0,Accessories,0,Medium,2
36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Cash,Free Shipping,No,No,3,Debit Card,Quarterly,246,2,Middle,0,Clothing,0,Medium,3
56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Cash,Express,No,No,14,Cash,Monthly,1232,4,Senior,0,Accessories,1,Medium,0
69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Debit Card,Store Pickup,No,No,37,PayPal,Quarterly,3700,2,Senior,0,Outerwear,0,High,2
39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Weekly,1452,7,Middle,0,Accessories,1,Medium,0
38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Debit Card,Next Day Air,No,No,2,PayPal,Every 3 Months,50,3,Middle,0,Accessories,1,Medium,0
36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Credit Card,Free Shipping,No,No,44,Debit Card,Fortnightly,2332,6,Middle,0,Accessories,0,Medium,3
46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Bank Transfer,Express,No,No,49,Debit Card,Monthly,1372,4,Middle,0,Clothing,0,High,3
59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Cash,Free Shipping,No,No,22,Debit Card,Bi-Weekly,506,5,Senior,0,Accessories,0,High,3
64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Bank Transfer,Free Shipping,No,No,26,Bank Transfer,Annually,884,1,Senior,0,Accessories,0,Medium,3
49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Venmo,Next Day Air,No,No,40,Debit Card,Weekly,1680,7,Middle,0,Clothing,1,Medium,0
32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Debit Card,Next Day Air,No,No,16,PayPal,Quarterly,384,2,Middle,0,Clothing,0,Medium,3
29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Credit Card,Free Shipping,No,No,17,Debit Card,Bi-Weekly,799,5,Young,0,Accessories,0,Medium,3
24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Credit Card,Standard,No,No,48,Bank Transfer,Bi-Weekly,3744,5,Young,0,Outerwear,1,High,2
41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,2492,3,Middle,0,Clothing,0,Low,3
41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Credit Card,Store Pickup,No,No,26,Credit Card,Fortnightly,1534,6,Middle,0,Accessories,0,Low,3
32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Quarterly,4042,2,Middle,0,Clothing,0,Medium,2
69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Cash,Free Shipping,No,No,38,Debit Card,Weekly,1862,7,Senior,0,Clothing,0,High,3
65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,Credit Card,2-Day Shipping,No,No,36,Cash,Every 3 Months,3204,3,Senior,0,Clothing,0,High,2
54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Credit Card,Standard,No,No,1,Credit Card,Weekly,91,7,Senior,0,Accessories,0,High,3
39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Cash,Standard,No,No,49,Debit Card,Annually,4361,1,Middle,0,Footwear,1,Medium,2
37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Cash,Free Shipping,No,No,41,Credit Card,Every 3 Months,2337,3,Middle,0,Outerwear,1,Medium,0
51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Debit Card,Free Shipping,No,No,21,Debit Card,Monthly,1491,4,Senior,0,Clothing,1,Medium,0
26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,PayPal,Next Day Air,No,No,24,Bank Transfer,Quarterly,2328,2,Young,0,Clothing,0,Low,3
42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Bank Transfer,Next Day Air,No,No,27,Bank Transfer,Weekly,1215,7,Middle,0,Footwear,0,Low,3
21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Venmo,Store Pickup,No,No,4,Debit Card,Annually,364,1,Young,0,Clothing,1,High,0
53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Bank Transfer,Standard,No,No,19,Venmo,Annually,475,1,Senior,0,Clothing,1,Medium,0
36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Credit Card,Store Pickup,No,No,1,Bank Transfer,Fortnightly,63,6,Middle,0,Clothing,0,Medium,3
21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Debit Card,Free Shipping,No,No,27,Debit Card,Annually,1404,1,Young,0,Clothing,0,High,3
33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Credit Card,Next Day Air,No,No,5,Credit Card,Weekly,215,7,Middle,0,Footwear,1,Medium,0
49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Quarterly,560,2,Middle,0,Clothing,0,Medium,3
31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Debit Card,Express,No,No,50,PayPal,Annually,3900,1,Middle,0,Clothing,0,Low,2
68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,PayPal,Free Shipping,No,No,36,Cash,Fortnightly,1116,6,Senior,0,Clothing,1,High,0
49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Cash,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,276,5,Middle,0,Clothing,1,Medium,0
23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,No,No,23,Cash,Monthly,575,4,Young,0,Accessories,1,High,0
30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,PayPal,Store Pickup,No,No,21,Venmo,Weekly,1806,7,Young,0,Clothing,0,Medium,3
53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly,4136,7,Senior,0,Footwear,1,Low,2
65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,No,No,38,Venmo,Bi-Weekly,1330,5,Senior,0,Accessories,1,High,0
60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months,1360,3,Senior,0,Accessories,0,High,3
46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,No,No,35,PayPal,Quarterly,2625,2,Middle,0,Clothing,1,Medium,2
54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Debit Card,Express,No,No,4,Credit Card,Quarterly,184,2,Senior,0,Clothing,1,High,0
59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,868,3,Senior,0,Accessories,0,Low,3
52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Cash,Store Pickup,No,No,36,Debit Card,Every 3 Months,3348,3,Senior,0,Clothing,1,Medium,2
41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Credit Card,Free Shipping,No,No,15,Bank Transfer,Annually,1275,1,Middle,0,Accessories,1,Low,0
43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,No,No,7,Cash,Fortnightly,476,6,Middle,0,Accessories,0,High,3
63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Credit Card,Store Pickup,No,No,29,PayPal,Every 3 Months,1160,3,Senior,0,Clothing,1,Low,0
37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Credit Card,Standard,No,No,12,Debit Card,Annually,612,1,Middle,0,Clothing,1,Low,0
44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Credit Card,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,1360,5,Middle,0,Accessories,1,Medium,0
67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,PayPal,Express,No,No,50,Debit Card,Bi-Weekly,1150,5,Senior,0,Outerwear,0,Low,3
27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Bank Transfer,Free Shipping,No,No,11,Debit Card,Annually,308,1,Young,0,Clothing,0,Medium,3
